isotope,a,z,yield,mass,metallicity,mass_ej,massfrac
na23,23,11,7.368474284479999e-05,0.932,0.004,4.568,1.6130635473905427e-05
na24,24,11,0.0,0.932,0.004,4.568,0.0
mg23,23,12,0.0,0.932,0.004,4.568,0.0
mg24,24,12,0.00035432010975999995,0.932,0.004,4.568,7.756569828371279e-05
mg25,25,12,0.00037330976492,0.932,0.004,4.568,8.172280317863398e-05
mg26,26,12,0.000587920911832,0.932,0.004,4.568,0.0001287042276339755
mg27,27,12,0.0,0.932,0.004,4.568,0.0
al25,25,13,0.0,0.932,0.004,4.568,0.0
al26,26,13,1.1451122e-05,0.932,0.004,4.568,2.5068130472854644e-06
al27,27,13,7.0579682088e-05,0.932,0.004,4.568,1.545089362697023e-05
al28,28,13,0.0,0.932,0.004,4.568,0.0
si27,27,14,0.0,0.932,0.004,4.568,0.0
si28,28,14,0.0006193797030399999,0.932,0.004,4.568,0.00013559100329246933
si29,29,14,3.673511148799999e-05,0.932,0.004,4.568,8.04183701576182e-06
si30,30,14,3.19049441352e-05,0.932,0.004,4.568,6.984444863222417e-06
si31,31,14,0.0,0.932,0.004,4.568,0.0
si32,32,14,5.7258764e-11,0.932,0.004,4.568,1.2534755691768829e-11
si33,33,14,0.0,0.932,0.004,4.568,0.0
p29,29,15,0.0,0.932,0.004,4.568,0.0
p30,30,15,0.0,0.932,0.004,4.568,0.0
p31,31,15,1.02087823432e-05,0.932,0.004,4.568,2.2348472730297724e-06
p32,32,15,1.4617075e-14,0.932,0.004,4.568,3.19988507005254e-15
p33,33,15,5.8101638e-22,0.932,0.004,4.568,1.2719272767075307e-22
p34,34,15,0.0,0.932,0.004,4.568,0.0
s32,32,16,0.00035691728399599995,0.932,0.004,4.568,7.81342565665499e-05
s33,33,16,2.99570294528e-06,0.932,0.004,4.568,6.558018706830123e-07
s34,34,16,0.00017092698270999997,0.932,0.004,4.568,3.7418341223730295e-05
s35,35,16,3.0202511e-07,0.932,0.004,4.568,6.611758099824869e-08
fe54,54,26,6.3093209976e-05,0.932,0.004,4.568,1.3811998681260946e-05
fe55,55,26,1.0870855e-07,0.932,0.004,4.568,2.3797843695271456e-08
fe56,56,26,0.0010399555046,0.932,0.004,4.568,0.00022766101239054292
fe57,57,26,2.6925409067999997e-05,0.932,0.004,4.568,5.894353999124343e-06
fe58,58,26,1.097310222424e-05,0.932,0.004,4.568,2.402167737355517e-06
fe59,59,26,0.0,0.932,0.004,4.568,0.0
fe60,60,26,7.4814611e-06,0.932,0.004,4.568,1.6377979640980738e-06
fe61,61,26,0.0,0.932,0.004,4.568,0.0
co59,59,27,6.2543998584e-06,0.932,0.004,4.568,1.3691768516637479e-06
co60,60,27,1.7251488e-11,0.932,0.004,4.568,3.776595446584939e-12
co61,61,27,0.0,0.932,0.004,4.568,0.0
ni58,58,28,4.37731689272e-05,0.932,0.004,4.568,9.582567628546411e-06
ni59,59,28,1.0965036e-09,0.932,0.004,4.568,2.400401926444834e-10
ni60,60,28,1.91432723368e-05,0.932,0.004,4.568,4.190733874080561e-06
ni61,61,28,1.827411572144e-05,0.932,0.004,4.568,4.000463161436078e-06
ni62,62,28,3.877506959999625e-09,0.932,0.004,4.568,8.488412784587622e-10
g,1,0,2.517759399411e-06,0.977,0.004,5.023,5.012461476032252e-07
n,1,0,0.0,0.977,0.004,5.023,0.0
p,1,1,3.2056908988,0.977,0.004,5.023,0.6382024484969142
d,2,1,2.3259310000000002e-17,0.977,0.004,5.023,4.630561417479594e-18
he3,3,2,1.4485031e-06,0.977,0.004,5.023,2.883740991439379e-07
he4,4,2,1.7473425542699998,0.977,0.004,5.023,0.3478683165976508
li7,7,3,2.5102399999998124e-11,0.977,0.004,5.023,4.99749153892059e-12
be7,7,4,2.9923303e-11,0.977,0.004,5.023,5.957257216802708e-12
b8,8,5,9.9205083e-27,0.977,0.004,5.023,1.9750165837149114e-27
c12,12,6,0.0043372009336099995,0.977,0.004,5.023,0.0008634682328508859
c13,13,6,0.0006794101420071,0.977,0.004,5.023,0.0001352598331688433
c14,14,6,4.9766696e-10,0.977,0.004,5.023,9.907763487955406e-11
n13,13,7,0.0,0.977,0.004,5.023,0.0
n14,14,7,0.05402723462502,0.977,0.004,5.023,0.010755969465462872
n15,15,7,1.5548516135799993e-06,0.977,0.004,5.023,3.0954640923352567e-07
o14,14,8,0.0,0.977,0.004,5.023,0.0
o15,15,8,0.0,0.977,0.004,5.023,0.0
o16,16,8,0.003834311058699999,0.977,0.004,5.023,0.000763350798068883
o17,17,8,1.315284397949e-05,0.977,0.004,5.023,2.6185235873959787e-06
o18,18,8,1.3245664300000207e-07,0.977,0.004,5.023,2.6370026478200695e-08
o19,19,8,0.0,0.977,0.004,5.023,0.0
f17,17,9,0.0,0.977,0.004,5.023,0.0
f18,18,9,0.0,0.977,0.004,5.023,0.0
f19,19,9,2.2673292272699997e-07,0.977,0.004,5.023,4.513894539657575e-08
f20,20,9,0.0,0.977,0.004,5.023,0.0
ne19,19,10,0.0,0.977,0.004,5.023,0.0
ne20,20,10,0.0016719873540499998,0.977,0.004,5.023,0.0003328662858948835
ne21,21,10,4.953037761800003e-07,0.977,0.004,5.023,9.860716228946852e-08
ne22,22,10,0.001004460954145,0.977,0.004,5.023,0.00019997231816543898
ne23,23,10,0.0,0.977,0.004,5.023,0.0
na21,21,11,0.0,0.977,0.004,5.023,0.0
na22,22,11,1.8515932e-10,0.977,0.004,5.023,3.686229743181366e-11
na23,23,11,4.44985548578e-05,0.977,0.004,5.023,8.858959756679276e-06
na24,24,11,0.0,0.977,0.004,5.023,0.0
mg23,23,12,0.0,0.977,0.004,5.023,0.0
mg24,24,12,7.563704785999996e-05,0.977,0.004,5.023,1.5058142118256015e-05
mg25,25,12,0.000689717478245,0.977,0.004,5.023,0.00013731186108799522
mg26,26,12,0.000721514836627,0.977,0.004,5.023,0.00014364221314493332
mg27,27,12,0.0,0.977,0.004,5.023,0.0
al25,25,13,0.0,0.977,0.004,5.023,0.0
al26,26,13,5.0150604e-05,0.977,0.004,5.023,9.984193509854668e-06
al27,27,13,9.5402460868e-05,0.977,0.004,5.023,1.8993123804101136e-05
al28,28,13,0.0,0.977,0.004,5.023,0.0
si27,27,14,0.0,0.977,0.004,5.023,0.0
si28,28,14,0.0006832962289399999,0.977,0.004,5.023,0.0001360334917260601
si29,29,14,4.0686120517999995e-05,0.977,0.004,5.023,8.09996426796735e-06
si30,30,14,3.6144291234699996e-05,0.977,0.004,5.023,7.195757761238304e-06
si31,31,14,0.0,0.977,0.004,5.023,0.0
si32,32,14,9.0977413e-11,0.977,0.004,5.023,1.8112166633485967e-11
si33,33,14,0.0,0.977,0.004,5.023,0.0
p29,29,15,0.0,0.977,0.004,5.023,0.0
p30,30,15,0.0,0.977,0.004,5.023,0.0
p31,31,15,1.17164060602e-05,0.977,0.004,5.023,2.3325514752538327e-06
p32,32,15,2.3224798e-14,0.977,0.004,5.023,4.623690623133586e-15
p33,33,15,4.303223900000001e-22,0.977,0.004,5.023,8.5670394186741e-23
p34,34,15,0.0,0.977,0.004,5.023,0.0
s32,32,16,0.00039280476125599993,0.977,0.004,5.023,7.820122660879951e-05
s33,33,16,3.2881971743299996e-06,0.977,0.004,5.023,6.54628145397173e-07
s34,34,16,0.00018796665496199997,0.977,0.004,5.023,3.742119350228946e-05
s35,35,16,3.3833405e-07,0.977,0.004,5.023,6.735696794744178e-08
fe54,54,26,6.9558976861e-05,0.977,0.004,5.023,1.3848094139159865e-05
fe55,55,26,1.699994e-07,0.977,0.004,5.023,3.384419669520207e-08
fe56,56,26,0.00114624727835,0.977,0.004,5.023,0.0002281997368803504
fe57,57,26,2.9366587045499996e-05,0.977,0.004,5.023,5.846423859347003e-06
fe58,58,26,1.028054083239e-05,0.977,0.004,5.023,2.0466933769440575e-06
fe59,59,26,4.764671e-21,0.977,0.004,5.023,9.485707744375872e-22
fe60,60,26,8.0035506e-06,0.977,0.004,5.023,1.5933805693808482e-06
fe61,61,26,0.0,0.977,0.004,5.023,0.0
co59,59,27,6.253982287400001e-06,0.977,0.004,5.023,1.2450691394385828e-06
co60,60,27,5.8680101e-12,0.977,0.004,5.023,1.168228170416086e-12
co61,61,27,0.0,0.977,0.004,5.023,0.0
ni58,58,28,4.82855119592e-05,0.977,0.004,5.023,9.612883129444555e-06
ni59,59,28,1.0641992e-09,0.977,0.004,5.023,2.118652598048975e-10
ni60,60,28,2.07632851073e-05,0.977,0.004,5.023,4.133642267031654e-06
ni61,61,28,2.0012610305339998e-05,0.977,0.004,5.023,3.9841947651483175e-06
ni62,62,28,3.471283309999407e-09,0.977,0.004,5.023,6.910777045589105e-10
g,1,0,1.294596869e-08,0.577,0.008,0.42300000000000004,3.060512692671395e-08
n,1,0,0.0,0.577,0.008,0.42300000000000004,0.0
p,1,1,0.30310866166000006,0.577,0.008,0.42300000000000004,0.7165689400945627
d,2,1,1.3024999e-18,0.577,0.008,0.42300000000000004,3.0791959810874702e-18
he3,3,2,0.00013490564,0.577,0.008,0.42300000000000004,0.0003189258628841607
he4,4,2,0.11653448593000001,0.577,0.008,0.42300000000000004,0.275495238605201
li7,7,3,9.2451829e-10,0.577,0.008,0.42300000000000004,2.1856224349881795e-09
be7,7,4,2.5793469e-12,0.577,0.008,0.42300000000000004,6.097746808510638e-12
b8,8,5,1.7172822e-23,0.577,0.008,0.42300000000000004,4.059768794326241e-23
c12,12,6,0.00043437511020000014,0.577,0.008,0.42300000000000004,0.0010268915134751776
c13,13,6,1.5638678733e-05,0.577,0.008,0.42300000000000004,3.6970871709219856e-05
c14,14,6,7.4248012e-27,0.577,0.008,0.42300000000000004,1.7552721513002364e-26
n13,13,7,0.0,0.577,0.008,0.42300000000000004,0.0
n14,14,7,0.00027200200443,0.577,0.008,0.42300000000000004,0.0006430307433333333
n15,15,7,5.240441157e-07,0.577,0.008,0.42300000000000004,1.2388749780141844e-06
o14,14,8,0.0,0.577,0.008,0.42300000000000004,0.0
o15,15,8,0.0,0.577,0.008,0.42300000000000004,0.0
o16,16,8,0.0016205906250000004,0.577,0.008,0.42300000000000004,0.0038311835106382983
o17,17,8,1.0360094758e-06,0.577,0.008,0.42300000000000004,2.449194978250591e-06
o18,18,8,3.4370036158e-06,0.577,0.008,0.42300000000000004,8.125304056264774e-06
o19,19,8,0.0,0.577,0.008,0.42300000000000004,0.0
f17,17,9,0.0,0.577,0.008,0.42300000000000004,0.0
f18,18,9,0.0,0.577,0.008,0.42300000000000004,0.0
f19,19,9,6.845410167000001e-08,0.577,0.008,0.42300000000000004,1.618300275886525e-07
f20,20,9,0.0,0.577,0.008,0.42300000000000004,0.0
ne19,19,10,0.0,0.577,0.008,0.42300000000000004,0.0
ne20,20,10,0.0002741475150618,0.577,0.008,0.42300000000000004,0.0006481028724865248
ne21,21,10,7.041819941e-07,0.577,0.008,0.42300000000000004,1.664732846572104e-06
ne22,22,10,2.1885610655000004e-05,0.577,0.008,0.42300000000000004,5.173903228132388e-05
ne23,23,10,0.0,0.577,0.008,0.42300000000000004,0.0
na21,21,11,0.0,0.577,0.008,0.42300000000000004,0.0
na22,22,11,1.9811885e-34,0.577,0.008,0.42300000000000004,4.683660756501182e-34
na23,23,11,5.824267604e-06,0.577,0.008,0.42300000000000004,1.3768954146572103e-05
na24,24,11,0.0,0.577,0.008,0.42300000000000004,0.0
mg23,23,12,0.0,0.577,0.008,0.42300000000000004,0.0
mg24,24,12,8.719334701914999e-05,0.577,0.008,0.42300000000000004,0.00020613084401690303
mg25,25,12,1.144905172e-05,0.577,0.008,0.42300000000000004,2.706631612293144e-05
mg26,26,12,1.31537556143e-05,0.577,0.008,0.42300000000000004,3.109634896997636e-05
mg27,27,12,0.0,0.577,0.008,0.42300000000000004,0.0
al25,25,13,0.0,0.577,0.008,0.42300000000000004,0.0
al26,26,13,7.7917134e-10,0.577,0.008,0.42300000000000004,1.842012624113475e-09
al27,27,13,9.833123253779999e-06,0.577,0.008,0.42300000000000004,2.3246154264255315e-05
al28,28,13,0.0,0.577,0.008,0.42300000000000004,0.0
si27,27,14,0.0,0.577,0.008,0.42300000000000004,0.0
si28,28,14,0.00011062594636212001,0.577,0.008,0.42300000000000004,0.0002615270599577305
si29,29,14,5.803734741926001e-06,0.577,0.008,0.42300000000000004,1.3720413101479906e-05
si30,30,14,3.984736086789701e-06,0.577,0.008,0.42300000000000004,9.420179874207329e-06
si31,31,14,0.0,0.577,0.008,0.42300000000000004,0.0
si32,32,14,0.0,0.577,0.008,0.42300000000000004,0.0
si33,33,14,0.0,0.577,0.008,0.42300000000000004,0.0
p29,29,15,0.0,0.577,0.008,0.42300000000000004,0.0
p30,30,15,0.0,0.577,0.008,0.42300000000000004,0.0
p31,31,15,1.3815849609894002e-06,0.577,0.008,0.42300000000000004,3.266158300211348e-06
p32,32,15,0.0,0.577,0.008,0.42300000000000004,0.0
p33,33,15,0.0,0.577,0.008,0.42300000000000004,0.0
p34,34,15,0.0,0.577,0.008,0.42300000000000004,0.0
s32,32,16,6.7058060388509e-05,0.577,0.008,0.42300000000000004,0.0001585296935898558
s33,33,16,5.458615317394901e-07,0.577,0.008,0.42300000000000004,1.2904527937103783e-06
s34,34,16,3.165121221625401e-05,0.577,0.008,0.42300000000000004,7.482556079492672e-05
s35,35,16,2.1617762999999998e-20,0.577,0.008,0.42300000000000004,5.110582269503545e-20
fe54,54,26,1.2082052217957603e-05,0.577,0.008,0.42300000000000004,2.8562771200845394e-05
fe55,55,26,8.174180199999999e-19,0.577,0.008,0.42300000000000004,1.9324303073286048e-18
fe56,56,26,0.00019810500977937,0.577,0.008,0.42300000000000004,0.00046833335645241135
fe57,57,26,4.838177555106001e-06,0.577,0.008,0.42300000000000004,1.1437771997886525e-05
fe58,58,26,6.265164051250001e-07,0.577,0.008,0.42300000000000004,1.481126253250591e-06
fe59,59,26,0.0,0.577,0.008,0.42300000000000004,0.0
fe60,60,26,0.0,0.577,0.008,0.42300000000000004,0.0
fe61,61,26,0.0,0.577,0.008,0.42300000000000004,0.0
co59,59,27,5.690560163092301e-07,0.577,0.008,0.42300000000000004,1.3452860905655556e-06
co60,60,27,0.0,0.577,0.008,0.42300000000000004,0.0
co61,61,27,0.0,0.577,0.008,0.42300000000000004,0.0
ni58,58,28,8.378093472622e-06,0.577,0.008,0.42300000000000004,1.9806367547569738e-05
ni59,59,28,2.2506916e-24,0.577,0.008,0.42300000000000004,5.3207839243498815e-24
ni60,60,28,3.3181342044318e-06,0.577,0.008,0.42300000000000004,7.844288899365957e-06
ni61,61,28,3.5001542456e-07,0.577,0.008,0.42300000000000004,8.274596325295507e-07
ni62,62,28,2.627035656000001e-07,0.577,0.008,0.42300000000000004,6.210486184397164e-07
g,1,0,2.12354393e-08,0.6,0.008,0.65,3.2669906615384614e-08
n,1,0,0.0,0.6,0.008,0.65,0.0
p,1,1,0.46478369599999997,0.6,0.008,0.65,0.7150518399999999
d,2,1,2.5464756999999996e-18,0.6,0.008,0.65,3.917654923076922e-18
he3,3,2,0.00021303543,0.6,0.008,0.65,0.00032774681538461537
he4,4,2,0.1800389715,0.6,0.008,0.65,0.27698303307692307
li7,7,3,1.2092649811e-09,0.6,0.008,0.65,1.860407663230769e-09
be7,7,4,1.6678126e-11,0.6,0.008,0.65,2.5658655384615385e-11
b8,8,5,5.0179773000000005e-27,0.6,0.008,0.65,7.719965076923078e-27
c12,12,6,0.0005862476400000001,0.6,0.008,0.65,0.0009019194461538462
c13,13,6,2.3867656150000002e-05,0.6,0.008,0.65,3.6719471e-05
c14,14,6,6.409915800000001e-26,0.6,0.008,0.65,9.861408923076924e-26
n13,13,7,0.0,0.6,0.008,0.65,0.0
n14,14,7,0.0005151650265,0.6,0.008,0.65,0.0007925615792307693
n15,15,7,6.81945675e-07,0.6,0.008,0.65,1.0491471923076923e-06
o14,14,8,0.0,0.6,0.008,0.65,0.0
o15,15,8,0.0,0.6,0.008,0.65,0.0
o16,16,8,0.0024879774401,0.6,0.008,0.65,0.003827657600153846
o17,17,8,1.95133607e-06,0.6,0.008,0.65,3.0020554923076923e-06
o18,18,8,4.74424108e-06,0.6,0.008,0.65,7.298832430769231e-06
o19,19,8,0.0,0.6,0.008,0.65,0.0
f17,17,9,0.0,0.6,0.008,0.65,0.0
f18,18,9,0.0,0.6,0.008,0.65,0.0
f19,19,9,1.05428600163e-07,0.6,0.008,0.65,1.621978464046154e-07
f20,20,9,0.0,0.6,0.008,0.65,0.0
ne19,19,10,0.0,0.6,0.008,0.65,0.0
ne20,20,10,0.000421264516449,0.6,0.008,0.65,0.0006480992560753846
ne21,21,10,1.084276065e-06,0.6,0.008,0.65,1.668117023076923e-06
ne22,22,10,3.346347398e-05,0.6,0.008,0.65,5.1482267661538454e-05
ne23,23,10,0.0,0.6,0.008,0.65,0.0
na21,21,11,0.0,0.6,0.008,0.65,0.0
na22,22,11,7.8328743e-33,0.6,0.008,0.65,1.2050575846153845e-32
na23,23,11,9.12535845e-06,0.6,0.008,0.65,1.4039013e-05
na24,24,11,0.0,0.6,0.008,0.65,0.0
mg23,23,12,0.0,0.6,0.008,0.65,0.0
mg24,24,12,0.00013398529066129,0.6,0.008,0.65,0.0002061312164019846
mg25,25,12,1.7586332591e-05,0.6,0.008,0.65,2.705589629384615e-05
mg26,26,12,2.0218144845e-05,0.6,0.008,0.65,3.110483822307692e-05
mg27,27,12,0.0,0.6,0.008,0.65,0.0
al25,25,13,0.0,0.6,0.008,0.65,0.0
al26,26,13,2.5902422e-09,0.6,0.008,0.65,3.984987999999999e-09
al27,27,13,1.511011082376e-05,0.6,0.008,0.65,2.3246324344246154e-05
al28,28,13,0.0,0.6,0.008,0.65,0.0
si27,27,14,0.0,0.6,0.008,0.65,0.0
si28,28,14,0.00016999304613659003,0.6,0.008,0.65,0.0002615277632870616
si29,29,14,8.918263501915e-06,0.6,0.008,0.65,1.3720405387561538e-05
si30,30,14,6.123122397779101e-06,0.6,0.008,0.65,9.42018830427554e-06
si31,31,14,0.0,0.6,0.008,0.65,0.0
si32,32,14,0.0,0.6,0.008,0.65,0.0
si33,33,14,0.0,0.6,0.008,0.65,0.0
p29,29,15,0.0,0.6,0.008,0.65,0.0
p30,30,15,0.0,0.6,0.008,0.65,0.0
p31,31,15,2.1230035106051e-06,0.6,0.008,0.65,3.266159247084769e-06
p32,32,15,0.0,0.6,0.008,0.65,0.0
p33,33,15,0.0,0.6,0.008,0.65,0.0
p34,34,15,0.0,0.6,0.008,0.65,0.0
s32,32,16,0.000103044449551915,0.6,0.008,0.65,0.00015852992238756154
s33,33,16,8.38794896843419e-07,0.6,0.008,0.65,1.2904536874514137e-06
s34,34,16,4.8636685237978806e-05,0.6,0.008,0.65,7.482566959689047e-05
s35,35,16,3.3541353e-20,0.6,0.008,0.65,5.160208153846154e-20
fe54,54,26,1.8565815565852e-05,0.6,0.008,0.65,2.8562793178233846e-05
fe55,55,26,1.4279277999999999e-18,0.6,0.008,0.65,2.1968119999999997e-18
fe56,56,26,0.00030441566835786,0.6,0.008,0.65,0.00046833179747363075
fe57,57,26,7.4345747477791e-06,0.6,0.008,0.65,1.1437807304275538e-05
fe58,58,26,9.627302913131601e-07,0.6,0.008,0.65,1.4811235250971695e-06
fe59,59,26,0.0,0.6,0.008,0.65,0.0
fe60,60,26,0.0,0.6,0.008,0.65,0.0
fe61,61,26,0.0,0.6,0.008,0.65,0.0
co59,59,27,8.74436745e-07,0.6,0.008,0.65,1.3452873e-06
co60,60,27,3.3680209e-39,0.6,0.008,0.65,5.1815706153846156e-39
co61,61,27,0.0,0.6,0.008,0.65,0.0
ni58,58,28,1.2874160136064002e-05,0.6,0.008,0.65,1.980640020932923e-05
ni59,59,28,7.5934489e-24,0.6,0.008,0.65,1.1682229076923076e-23
ni60,60,28,5.098792077273799e-06,0.6,0.008,0.65,7.844295503498153e-06
ni61,61,28,6.19715468e-07,0.6,0.008,0.65,9.534084123076922e-07
ni62,62,28,3.2047102e-07,0.6,0.008,0.65,4.930323384615385e-07
g,1,0,2.9791589410000003e-08,0.633,0.008,0.867,3.436169482122261e-08
n,1,0,0.0,0.633,0.008,0.867,0.0
p,1,1,0.62171874684,0.633,0.008,0.867,0.7170919802076124
d,2,1,4.041219e-18,0.633,0.008,0.867,4.661152249134948e-18
he3,3,2,0.00029373946,0.633,0.008,0.867,0.00033879983852364476
he4,4,2,0.23810153236999998,0.633,0.008,0.867,0.27462691161476355
li7,7,3,1.29941008e-09,0.633,0.008,0.867,1.4987428835063437e-09
be7,7,4,8.8152185e-12,0.633,0.008,0.867,1.0167495386389849e-11
b8,8,5,4.9783788000000005e-26,0.633,0.008,0.867,5.74207474048443e-26
c12,12,6,0.0009475171368,0.633,0.008,0.867,0.0010928686698961937
c13,13,6,3.2278317357e-05,0.633,0.008,0.867,3.722989314532872e-05
c14,14,6,3.7755729e-11,0.633,0.008,0.867,4.354755363321799e-11
n13,13,7,0.0,0.633,0.008,0.867,0.0
n14,14,7,0.00077583737047,0.633,0.008,0.867,0.0008948527917762399
n15,15,7,7.928637352999999e-07,0.633,0.008,0.867,9.144910441753171e-07
o14,14,8,0.0,0.633,0.008,0.867,0.0
o15,15,8,0.0,0.633,0.008,0.867,0.0
o16,16,8,0.0033205269496000005,0.633,0.008,0.867,0.0038299042094579014
o17,17,8,4.3229776982e-06,0.633,0.008,0.867,4.986133446597462e-06
o18,18,8,5.850667448199999e-06,0.633,0.008,0.867,6.748174680738177e-06
o19,19,8,0.0,0.633,0.008,0.867,0.0
f17,17,9,0.0,0.633,0.008,0.867,0.0
f18,18,9,0.0,0.633,0.008,0.867,0.0
f19,19,9,1.4940898113e-07,0.633,0.008,0.867,1.723286979584775e-07
f20,20,9,0.0,0.633,0.008,0.867,0.0
ne19,19,10,0.0,0.633,0.008,0.867,0.0
ne20,20,10,0.00056180566918,0.633,0.008,0.867,0.0006479880844059977
ne21,21,10,1.4416369934e-06,0.633,0.008,0.867,1.6627877663206459e-06
ne22,22,10,5.0953538355e-05,0.633,0.008,0.867,5.8769940432525954e-05
ne23,23,10,0.0,0.633,0.008,0.867,0.0
na21,21,11,0.0,0.633,0.008,0.867,0.0
na22,22,11,1.5269104e-28,0.633,0.008,0.867,1.7611423298731258e-28
na23,23,11,1.3127339346e-05,0.633,0.008,0.867,1.5141106512110727e-05
na24,24,11,0.0,0.633,0.008,0.867,0.0
mg23,23,12,0.0,0.633,0.008,0.867,0.0
mg24,24,12,0.000178730917776,0.633,0.008,0.867,0.0002061486940899654
mg25,25,12,2.3432496392999996e-05,0.633,0.008,0.867,2.7027100799307954e-05
mg26,26,12,2.6951432159999996e-05,0.633,0.008,0.867,3.108585024221453e-05
mg27,27,12,0.0,0.633,0.008,0.867,0.0
al25,25,13,0.0,0.633,0.008,0.867,0.0
al26,26,13,2.9182489e-08,0.633,0.008,0.867,3.36591568627451e-08
al27,27,13,2.0218696375e-05,0.633,0.008,0.867,2.3320295703575548e-05
al28,28,13,0.0,0.633,0.008,0.867,0.0
si27,27,14,0.0,0.633,0.008,0.867,0.0
si28,28,14,0.000226761310375,0.633,0.008,0.867,0.0002615470707900807
si29,29,14,1.18967271193e-05,0.633,0.008,0.867,1.3721715247174164e-05
si30,30,14,8.169480895900001e-06,0.633,0.008,0.867,9.422699995271051e-06
si31,31,14,0.0,0.633,0.008,0.867,0.0
si32,32,14,6.8064019e-19,0.633,0.008,0.867,7.850521222606689e-19
si33,33,14,0.0,0.633,0.008,0.867,0.0
p29,29,15,0.0,0.633,0.008,0.867,0.0
p30,30,15,0.0,0.633,0.008,0.867,0.0
p31,31,15,2.83218389e-06,0.633,0.008,0.867,3.2666480853517876e-06
p32,32,15,1.737544e-22,0.633,0.008,0.867,2.004087658592849e-22
p33,33,15,0.0,0.633,0.008,0.867,0.0
p34,34,15,0.0,0.633,0.008,0.867,0.0
s32,32,16,0.00013745322312660001,0.633,0.008,0.867,0.0001585388963397924
s33,33,16,1.11944559295e-06,0.633,0.008,0.867,1.2911713874855825e-06
s34,34,16,6.487835450580001e-05,0.633,0.008,0.867,7.483085871487891e-05
s35,35,16,6.6571457e-11,0.633,0.008,0.867,7.678368742791235e-11
fe54,54,26,2.4760937308300003e-05,0.633,0.008,0.867,2.855932792191465e-05
fe55,55,26,3.3908241e-09,0.633,0.008,0.867,3.9109851211072666e-09
fe56,56,26,0.000406054136252,0.633,0.008,0.867,0.0004683438711095733
fe57,57,26,9.931437652999999e-06,0.633,0.008,0.867,1.1454945389850056e-05
fe58,58,26,1.2896022437e-06,0.633,0.008,0.867,1.4874305002306806e-06
fe59,59,26,0.0,0.633,0.008,0.867,0.0
fe60,60,26,6.3574395e-13,0.633,0.008,0.867,7.332686851211073e-13
fe61,61,26,0.0,0.633,0.008,0.867,0.0
co59,59,27,1.1684311431999998e-06,0.633,0.008,0.867,1.3476714454440599e-06
co60,60,27,2.2341394e-18,0.633,0.008,0.867,2.5768620530565167e-18
co61,61,27,0.0,0.633,0.008,0.867,0.0
ni58,58,28,1.7170279066e-05,0.633,0.008,0.867,1.9804243444059977e-05
ni59,59,28,4.9661852e-10,0.633,0.008,0.867,5.728010611303345e-10
ni60,60,28,6.801327074249999e-06,0.633,0.008,0.867,7.844667905709341e-06
ni61,61,28,9.1642908424e-07,0.633,0.008,0.867,1.0570116311880046e-06
ni62,62,28,3.374584624e-07,0.633,0.008,0.867,3.8922544682814305e-07
g,1,0,3.986281322e-08,0.636,0.008,1.1139999999999999,3.578349481149013e-08
n,1,0,0.0,0.636,0.008,1.1139999999999999,0.0
p,1,1,0.7953149762799999,0.636,0.008,1.1139999999999999,0.7139272677558348
d,2,1,5.7416401e-18,0.636,0.008,1.1139999999999999,5.1540754937163375e-18
he3,3,2,0.00032693014,0.636,0.008,1.1139999999999999,0.00029347409335727114
he4,4,2,0.30671378454,0.636,0.008,1.1139999999999999,0.275326557037702
li7,7,3,1.3238028699999997e-09,0.636,0.008,1.1139999999999999,1.1883329174147216e-09
be7,7,4,2.9848669e-13,0.636,0.008,1.1139999999999999,2.679413734290844e-13
b8,8,5,6.369409e-26,0.636,0.008,1.1139999999999999,5.717602333931778e-26
c12,12,6,0.0038138276256,0.636,0.008,1.1139999999999999,0.003423543649551167
c13,13,6,4.0285023693999994e-05,0.636,0.008,1.1139999999999999,3.616249882764811e-05
c14,14,6,5.7571758e-10,0.636,0.008,1.1139999999999999,5.168021364452424e-10
n13,13,7,0.0,0.636,0.008,1.1139999999999999,0.0
n14,14,7,0.0010637410467399999,0.636,0.008,1.1139999999999999,0.0009548842430341113
n15,15,7,9.201198925999996e-07,0.636,0.008,1.1139999999999999,8.259604062836623e-07
o14,14,8,0.0,0.636,0.008,1.1139999999999999,0.0
o15,15,8,0.0,0.636,0.008,1.1139999999999999,0.0
o16,16,8,0.0043027745178,0.636,0.008,1.1139999999999999,0.0038624546838420108
o17,17,8,1.06604373444e-05,0.636,0.008,1.1139999999999999,9.56951287648115e-06
o18,18,8,7.011823544399999e-06,0.636,0.008,1.1139999999999999,6.294276072172351e-06
o19,19,8,0.0,0.636,0.008,1.1139999999999999,0.0
f17,17,9,0.0,0.636,0.008,1.1139999999999999,0.0
f18,18,9,0.0,0.636,0.008,1.1139999999999999,0.0
f19,19,9,3.3097608966e-07,0.636,0.008,1.1139999999999999,2.9710600508078995e-07
f20,20,9,0.0,0.636,0.008,1.1139999999999999,0.0
ne19,19,10,0.0,0.636,0.008,1.1139999999999999,0.0
ne20,20,10,0.00072114013493,0.636,0.008,1.1139999999999999,0.0006473430295601437
ne21,21,10,1.8542433012e-06,0.636,0.008,1.1139999999999999,1.6644912937163376e-06
ne22,22,10,0.00015707109341,0.636,0.008,1.1139999999999999,0.00014099739085278278
ne23,23,10,0.0,0.636,0.008,1.1139999999999999,0.0
